,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
11412,Centrum,https://www.otodom.pl/shop/jw-construction-ID81MK/,544000,14703,4bhsB,37,pierwotny,6,2,cegła,2019,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
11413,Centrum,https://www.otodom.pl/shop/jw-construction-ID81MK/,479000,14969,4bhsh,32,pierwotny,6,2,cegła,2019,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
11414,Śródmieście,https://azdominieruchomosci.otodom.pl,1411240,22784,4bhrV,"61,94",pierwotny,4,3,inne,2021,nieznane,do wykończenia,5,2021-02-17,kamienica,yes,2021-05-29
11415,Bielany,https://aspectsiec.otodom.pl,549000,9632,4bhrI,57,wtórny,6,3,nieznany,1980,nieznane,do zamieszkania,12,2021-02-17,blok,yes,2021-05-29
11416,Śródmieście,https://azdominieruchomosci.otodom.pl,2747550,19679,4bhqM,"139,62",pierwotny,4,3,inne,2020,nieznane,do wykończenia,5,2021-02-17,kamienica,yes,2021-05-29
11417,Wilanów,https://www.otodom.pl/shop/vezun-group-ID3mDP/,1200000,14907,4bhqD,"80,50",wtórny,parter,3,nieznany,2021,nieznane,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
11418,Centrum,https://www.otodom.pl/shop/jw-construction-ID81MK/,589000,18406,4bhqq,32,pierwotny,6,2,cegła,2019,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
11419,Targówek,https://www.otodom.pl/shop/whitehouse-nieruchomosci-IDxaqt/,405000,9759,4bhqk,"41,50",wtórny,parter,3,nieznany,1970,nieznane,do remontu,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-23"">2021-04-23</div></div>",blok,yes,2021-05-29
11420,Śródmieście,https://azdominieruchomosci.otodom.pl,1794415,23564,4bhpM,"76,15",pierwotny,4,3,inne,2021,nieznane,do wykończenia,5,2021-02-17,kamienica,yes,2021-05-29
11421,Praga-Południe,https://www.otodom.pl/shop/home-point-nieruchomosci-IDksc4/,600000,12000,4bhp7,50,wtórny,7,2,cegła,2004,miejskie,do zamieszkania,7,2021-02-17,blok,yes,2021-05-29
11422,Wawer,https://pln-wawer.otodom.pl,549000,10262,4bhoI,"53,50",wtórny,4,3,nieznany,1968,nieznane,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11423,Wola,https://estatedealer.otodom.pl,399000,13759,4bhoC,29,wtórny,1,1,wielka płyta,1962,miejskie,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
11424,Białołęka,https://metrohousesadyba.otodom.pl,647000,9833,4bhnx,"65,80",wtórny,2,4,pustak,2004,gazowe,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
11425,Praga-Południe,https://kingdomrea.otodom.pl,770000,10754,48pYs,"71,60",wtórny,> 10,3,nieznany,1984,miejskie,do remontu,12,2021-02-17,blok,yes,2021-05-29
11426,Śródmieście,https://metrohousesadyba.otodom.pl,1330000,21314,4bhnw,"62,40",wtórny,6,2,nieznany,1935,nieznane,do zamieszkania,7,2021-02-17,kamienica,yes,2021-05-29
11427,Włochy,https://hbpremium.otodom.pl,468000,13371,4bhnl,35,wtórny,3,2,cegła,2020,miejskie,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
11428,Bielany,https://www.otodom.pl/shop/marymont-nieruchomosci-magdalena-kilis-grabowska-IDiqIE/,545000,9732,4bhmn,56,wtórny,6,3,nieznany,1972,nieznane,nieznany,10,2021-02-17,nieznany,yes,2021-05-29
11429,Targówek,https://www.otodom.pl/shop/renadom-IDgrwZ/,505000,10521,4b96r,48,wtórny,3,3,nieznany,1976,miejskie,nieznany,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-22"">2021-04-22</div></div>",blok,yes,2021-05-29
11430,Praga-Południe,https://estatedealer.otodom.pl,340000,15455,4bhjI,22,wtórny,2,1,cegła,1960,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11431,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,689047,20723,4bhjd,"33,25",pierwotny,> 10,2,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11432,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,983323,15971,4bhjc,"61,57",pierwotny,3,3,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11433,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,783466,16723,4bhjb,"46,85",pierwotny,6,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11434,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,921882,19736,4bhja,"46,71",pierwotny,> 10,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11435,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,671268,20990,4bhj9,"31,98",pierwotny,> 10,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11436,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,1267701,20643,4bhj7,"61,41",pierwotny,> 10,3,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11437,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,1168452,19960,4bhj4,"58,54",pierwotny,> 10,3,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11438,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,651285,18529,4bhiZ,"35,15",pierwotny,10,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11439,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,628057,18215,4bhiY,"34,48",pierwotny,10,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11440,Wola,https://www.otodom.pl/shop/deweloper-market-IDqWgI/,649029,20749,4bhiW,"31,28",pierwotny,> 10,1,inne,2023,miejskie,do zamieszkania,30,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2023-09-30"">2023-09-30</div></div>",apartamentowiec,yes,2021-05-29
11441,Włochy,https://www.otodom.pl/shop/sanhouse-biuro-nieruchomosci-IDbWDG/,413832,12900,4bhgR,"32,08",wtórny,parter,2,cegła,1927,gazowe,do zamieszkania,2,2021-02-17,kamienica,yes,2021-05-29
11442,Śródmieście,https://yourplace.otodom.pl,545000,11237,4a1Ld,"48,50",wtórny,9,3,nieznany,2021,miejskie,do remontu,16,2021-02-17,blok,yes,2021-05-29
11443,Wola,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID7YEi/,222000,11684,46OE2,19,pierwotny,0,1,cegła,2021,miejskie,nieznany,0,2021-02-17,apartamentowiec,yes,2021-05-29
11444,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,649330,11000,4bhdU,"59,03",pierwotny,3,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11445,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,635690,11000,4bhdS,"57,79",pierwotny,3,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11446,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,390500,11000,4bhdR,"35,50",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11447,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,915310,11000,4bhdP,"83,21",pierwotny,3,4,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11448,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,593450,11000,4bhdN,"53,95",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11449,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,363440,11000,4bhdL,"33,04",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11450,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,300080,11000,4bhdJ,"27,28",pierwotny,2,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11451,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,512380,11000,4bhdG,"46,58",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11452,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,649000,11000,4bhdF,59,pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11453,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,640310,11000,4bhdE,"58,21",pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11454,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,444290,11000,4bhdD,"40,39",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11455,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,468160,11000,4bhdB,"42,56",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11456,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,402820,11000,4bhdz,"36,62",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11457,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,393250,11000,4bhdv,"35,75",pierwotny,2,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11458,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,478390,11000,4bhdu,"43,49",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11459,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,329450,11000,4bhds,"29,95",pierwotny,2,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11460,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,300080,11000,4bhdr,"27,28",pierwotny,1,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11461,Wola,https://kingdomrea.otodom.pl,1450000,13836,4bhdh,"104,80",wtórny,3,3,nieznany,1998,miejskie,do remontu,10,2021-02-17,apartamentowiec,yes,2021-05-29
11462,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,649000,11000,4bhdg,59,pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11463,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,640310,11000,4bhd9,"58,21",pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11464,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,444290,11000,4bhd5,"40,39",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11465,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,458920,11000,4bhd1,"41,72",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11466,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,468160,11000,4bhcX,"42,56",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11467,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,355300,11000,4bhcV,"32,30",pierwotny,1,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11468,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,402820,11000,4bhcW,"36,62",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11469,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,393250,11000,4bhcT,"35,75",pierwotny,1,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11470,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,478390,11000,4bhcS,"43,49",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11471,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,410190,11000,4bhcO,"37,29",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11472,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,659780,11000,4bhcN,"59,98",pierwotny,parter,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11473,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,510180,11000,4bhcL,"46,38",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11474,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,444290,11000,4bhcK,"40,39",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11475,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,459030,11000,4bhcJ,"41,73",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11476,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,468160,11000,4bhcG,"42,56",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11477,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,355190,11000,4bhcE,"32,29",pierwotny,parter,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11478,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,402820,11000,4bhcD,"36,62",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11479,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,394130,11000,4bhcB,"35,83",pierwotny,parter,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11480,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,478500,11000,4bhcA,"43,50",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11481,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,403810,11000,4bhcz,"36,71",pierwotny,parter,1,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11482,Żoliborz,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,1430000,19067,4b4XN,75,wtórny,3,4,cegła,2017,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
11483,Śródmieście,https://lionsestate.otodom.pl,3250000,14871,4bhcj,"218,55",wtórny,6,5,nieznany,1935,nieznane,do wykończenia,7,2021-02-17,kamienica,yes,2021-05-29
11484,Wilanów,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,1090000,15417,4am9Y,"70,70",wtórny,4,3,cegła,2014,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11485,Śródmieście,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/,545000,11352,4bhbK,"48,01",wtórny,> 10,3,żelbet,1971,miejskie,do remontu,15,2021-02-17,blok,yes,2021-05-29
11486,Wilanów,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,1590000,13305,4anKh,"119,50",wtórny,3,4,cegła,2008,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11487,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,539218,10290,4bhaq,"52,40",pierwotny,1,2,inne,2021,miejskie,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
11488,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,486445,11750,4bhar,"41,40",pierwotny,3,2,inne,2021,miejskie,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
11489,Wawer,https://miedzylesie.otodom.pl,550000,8088,4bhab,68,wtórny,2,2,cegła,2004,nieznane,do zamieszkania,2,2021-02-17,nieznany,yes,2021-05-29
11490,Wilanów,https://tektonproperty.otodom.pl,649000,9985,4bh9D,65,wtórny,1,3,nieznany,2020,nieznane,nieznany,3,2021-02-17,nieznany,yes,2021-05-29
11491,Bielany,https://www.otodom.pl/shop/ladna-willa-nieruchomosci-IDqQeB/,758000,10107,4b7IF,75,wtórny,2,3,cegła,1996,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
11492,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,445887,12413,4bh8p,"35,92",pierwotny,> 10,2,inne,2021,miejskie,do wykończenia,12,2021-02-17,apartamentowiec,yes,2021-05-29
11493,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,673894,8317,4bh8o,"81,03",pierwotny,6,4,inne,2021,miejskie,do wykończenia,12,2021-02-17,apartamentowiec,yes,2021-05-29
11494,Bielany,https://www.otodom.pl/shop/cravtt-sp-z-o-o-IDttaE/,550000,10092,49Tzz,"54,50",wtórny,2,3,nieznany,1976,nieznane,nieznany,0,2021-02-17,blok,yes,2021-05-29
11495,Ursynów,https://szczesny-nieruchomosci.otodom.pl,760000,13894,4bh80,"54,70",wtórny,6,2,nieznany,2011,nieznane,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
11496,Ursus,https://domusnova.otodom.pl,504758,9750,4bh74,"51,77",pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-05-31"">2022-05-31</div></div>",blok,yes,2021-05-29
11497,Ursus,https://domusnova.otodom.pl,508860,9900,4bh72,"51,40",pierwotny,4,3,inne,2022,miejskie,do wykończenia,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-05-31"">2022-05-31</div></div>",apartamentowiec,yes,2021-05-29
11498,Ochota,https://www.otodom.pl/shop/gp-house-IDvYds/,1160000,13364,4bh6s,"86,80",wtórny,6,4,nieznany,1999,miejskie,do zamieszkania,16,2021-02-17,apartamentowiec,yes,2021-05-29
11499,Mokotów,https://andrzejczyknieruchomosci.otodom.pl,637500,10991,4bh5h,58,wtórny,4,3,nieznany,1969,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11500,Mokotów,https://andrzejczyknieruchomosci.otodom.pl,649000,11000,4bh5g,59,wtórny,4,3,nieznany,1975,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
11501,Bemowo,https://www.otodom.pl/shop/lloyd-properties-ID4haB/,439000,8987,4bh58,"48,85",wtórny,> 10,3,wielka płyta,1975,miejskie,do remontu,11,2021-02-17,blok,yes,2021-05-29
11502,Włochy,https://polnocbalicka.otodom.pl,485000,12278,4bh4A,"39,50",pierwotny,2,2,pustak,2020,miejskie,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
11503,Warszawa,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,550000,8730,4aJ43,63,wtórny,4,3,cegła,2014,gazowe,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
11504,Mokotów,https://homestpolska.otodom.pl,447243,12900,4bh3S,"34,67",wtórny,4,2,nieznany,2021,miejskie,nieznany,6,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-01"">2021-04-01</div></div>",blok,yes,2021-05-29
11505,Białołęka,https://www.otodom.pl/shop/metrohouse-miasteczko-wilanow-IDuQ5Q/,580000,10069,4bh33,"57,60",wtórny,5,2,cegła,2001,miejskie,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
11506,Włochy,https://www.otodom.pl/shop/modern-town-IDwkb8/,537900,9961,4bh1s,54,wtórny,4,4,wielka płyta,1968,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11507,Ursus,https://investorius.otodom.pl,459000,8500,4bh0h,54,wtórny,2,3,nieznany,2021,nieznane,nieznany,3,2021-02-17,nieznany,yes,2021-05-29
11508,Śródmieście,https://www.otodom.pl/shop/rs-real-estate-sp-z-o-o-ID2FBk/,1395000,13748,4bh0e,"101,47",wtórny,4,5,nieznany,1954,nieznane,nieznany,5,2021-02-17,nieznany,yes,2021-05-29
11509,Rembertów,https://N-plus.otodom.pl,511500,8974,4bgZs,57,pierwotny,parter,3,nieznany,2023,nieznane,do wykończenia,5,2021-02-17,blok,yes,2021-05-29
11510,Wola,https://N-plus.otodom.pl,815222,9441,4bgZc,"86,35",pierwotny,2,4,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
11511,Mokotów,https://N-plus.otodom.pl,702000,13803,4bgZ3,"50,86",pierwotny,10,3,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
11512,Mokotów,https://N-plus.otodom.pl,2550000,16548,4bgYZ,"154,10",pierwotny,1,5,nieznany,2020,nieznane,do wykończenia,2,2021-02-17,nieznany,yes,2021-05-29
11513,Wola,https://N-plus.otodom.pl,747800,10140,4bgYX,"73,75",pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
11514,Białołęka,https://aspectsiec.otodom.pl,430000,12647,4bgXz,34,wtórny,1,1,beton komórkowy,2020,miejskie,do zamieszkania,7,2021-02-17,apartamentowiec,yes,2021-05-29
11515,Białołęka,https://N-plus.otodom.pl,450828,8075,4bgVA,"55,83",pierwotny,2,2,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11516,Białołęka,https://N-plus.otodom.pl,538218,10277,4bgVz,"52,37",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11517,Białołęka,https://N-plus.otodom.pl,453000,8059,4bgVy,"56,21",pierwotny,2,3,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11518,Białołęka,https://N-plus.otodom.pl,823500,10177,4bgVt,"80,92",pierwotny,parter,4,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11519,Białołęka,https://N-plus.otodom.pl,384571,10650,4bgVv,"36,11",pierwotny,5,2,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
11520,Białołęka,https://N-plus.otodom.pl,576900,11290,4bgVs,"51,10",pierwotny,parter,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
