,name,since,address,province,postcode,city,url
901,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
902,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
903,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
904,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
905,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
906,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
907,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
908,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
909,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
910,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
911,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
912,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
913,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
914,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
915,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
916,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
917,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
918,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
919,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
920,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
921,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
922,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
923,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
924,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
925,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
926,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
927,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
928,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
929,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
930,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
931,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
932,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
933,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
934,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
935,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
936,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
937,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
938,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
939,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
940,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
941,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
942,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
943,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
944,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
945,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
946,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
947,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
948,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
949,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
950,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
951,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
952,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
953,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
954,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
955,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
956,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
957,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
958,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
959,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
960,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
961,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
962,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
963,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
964,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
965,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
966,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
967,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
968,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
969,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
970,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
971,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
972,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
973,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
974,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
975,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
976,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
977,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
978,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
979,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
980,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
981,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
982,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
983,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
984,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
985,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
986,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
987,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
988,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
989,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
990,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
991,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
992,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
993,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
994,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
995,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
996,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
997,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
998,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
999,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
1000,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
1001,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
1002,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
1003,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
1004,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
1005,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
1006,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
1007,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
1008,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
1009,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
1010,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
1011,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
1012,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
1013,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
1014,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
1015,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
1016,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
1017,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
1018,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
1019,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
1020,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
1021,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
1022,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
1023,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
1024,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
1025,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
1026,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
1027,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
1028,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
1029,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
1030,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
1031,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
1032,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
1033,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
1034,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
1035,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
1036,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
1037,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
1038,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
1039,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
1040,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
1041,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
1042,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
1043,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
1044,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
1045,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
1046,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
1047,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
1048,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
1049,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
1050,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
1051,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
1052,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
1053,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
1054,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
1055,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
1056,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
1057,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
1058,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
1059,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
1060,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
1061,Freedom Nieruchomości Franczyza,17.04.2018,Pokorna 2 lok. U13,mazowieckie,00-199,Warszawa,https://www.otodom.pl/shop/freedom-nieruchomosci-franczyza-IDh1mU/
1062,Expander Advisors,30.04.2015,Ul. Inflancka 4b,mazowieckie,00-189,Warszawa,https://www.otodom.pl/shop/expander-advisors-ID3ICK/
1063,Biuro sprzedaży,02.11.2015,Marynarska 21 lok 6,mazowieckie,02-674,Warszawa,https://N-plus.otodom.pl
1064,Metrohouse  Franchise S.A.,02.07.2018,Żelazna 28/30,mazowieckie,00-832,Warszawa,https://metrohouse-franchise.otodom.pl
1065,Maxon Nieruchomosci Sp. z o.o.,28.06.2018,Powązkowska 44C,mazowieckie,01-797,Warszawa,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/
1066,AdReM Nieruchomości Sp z o.o.,22.01.2018,Bukowińska 24a/34,mazowieckie,02-703,Warszawa,https://adremwarszawa.otodom.pl
1067,Retalia Nieruchomości,12.10.2017,Grzybowska 87,mazowieckie,00-844,Warszawa,https://www.otodom.pl/shop/retalia-nieruchomosci-IDcRRe/
1068,REALS Nieruchomości sp. z o.o.,20.04.2018,Grzybowska 2B lok. 83,mazowieckie,00-131,Warszawa,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/
1069,Wilsons Nieruchomości Sp. z o.o.,22.02.2018,Świętokrzyska 20 lok 311,mazowieckie,00-002,Warszawa,https://wilsons.otodom.pl
1070,Mzuri Sp. z o.o.,14.01.2016,Aleja Niepodległości 221/1,mazowieckie,02-087,Warszawa,https://mzuri.otodom.pl
1071,Sadyba Metrohouse,23.02.2017,Powsińska 34,mazowieckie,02-903,Warszawa,https://metrohousesadyba.otodom.pl
1072,Lions Estate Sp. z o o.,09.09.2016,Wiejska 11/13,mazowieckie,00-480,Warszawa,https://lionsestate.otodom.pl
1073,Axi Immo Group Sp. z o.o.,14.04.2011,Twarda 18,mazowieckie,00-105,Warszawa,https://axi.otodom.pl
1074,INVESTORIUS Sp. z o.o.,09.01.2015,Śniadeckich 17,mazowieckie,00-654,Warszawa,https://investorius.otodom.pl
1075,Euro-House Nieruchomości komercyjne,04.02.2014,ul. Braci Wagów 20 lok u1,mazowieckie,02-791,Warszawa,https://www.otodom.pl/shop/euro-house-nieruchomosci-komercyjne-ID2KPJ/
1076,Biuro Na Miarę,20.02.2018,Nowy Świat 47,mazowieckie,00-042,Warszawa,https://biuronamiare.otodom.pl
1077,Flatcare - nowoczesny zarządca nieruchomości,02.12.2019,Kępa Tarchomińska 6C/1/2,mazowieckie,03-113,Warszawa,https://flatcare.otodom.pl
1078,En Casa Premium Real Estate,19.11.2014,Studencka 55,mazowieckie,02-735,Warszawa,https://encasa.otodom.pl
1079,PARTNER HOUSE GROUP,09.07.2020,Wiertnicza 45,mazowieckie,02-953,Warszawa,https://www.otodom.pl/shop/partner-house-group-IDwtSy/
1080,KOLOSEUM NIERUCHOMOŚCI,09.08.2012,Domaniewska 37/31G,mazowieckie,02-672,Warszawa,https://koloseum-nieruchomosci.otodom.pl
